text,sumber
"khawatir kalo ujian ga sesuai rencana, parno bgt, jadinya",twitter
"ga ada semangat buat ngelakuin apapun, hari2, berat poll 😞",twitter
"pressure dr semua arah, ngerasa mau pecah tp hrs ttp strong 😰",twitter
"stress poll deadline numpuk smua minta beberapa hari ini,, otak gw uda ga jalan 🤯",twitter
"ngrasa hidup gw ga ada artinya,, mau ngapain jg sia2 aja 😢",twitter
"udh ga ngrasa apa2 lg, kosong bgt dalem sini, sedih jg ga bs, :(",twitter
"ngrasa hidup gw ga ada artinya, mau ngapain jg sia2, aja 😭😭",twitter
mata udh berat banget tp begitu rebahan langsung melek lg,twitter
"kebangun jam 3 trs ga bs tidur lg sampe pagi, stress jdnya huhu",twitter
"capek banget sm tuntutan yg ga ada abisnya,, gw jg manusia bkn robot",twitter
"ngerasa exhausted tp ttp ga bs tidur, ini paling nyiksa sih",twitter
"ga bisa fokus sm sekali, pikiran kemana2 overthinking parah parah sih 🤯",twitter
"udh 3 hari ini tidur kurang dr 3 jam, badan ga kuat huhu",twitter
"nangis di kamar mandi biar, ga ketauan, sendirian amat 😴",twitter
"ngrasa disconnect sama diri sendiri, kayak liat hidup dr, luar",twitter
"gw gabisa tidur dr, kmrn, pikiran muter2 ga brenti ttg masa depan",twitter
"panik parah tadi ujian, tangan gemetaran keringetan malu bngt",twitter
"pressure dr semua arah, ngerasa mau pecah tp hrs ttp strong :(",twitter
"capek amat sm tuntutan yg ga ada abisnya, gw jg manusia bkn robot",twitter
"ngrasa hidup gw ga ada artinya, mau ngapain jg sia2 aja, 💔",twitter
"pola tidur gw rusak parah, tidur jam 4 bangun jam 12 tiap hari :(",twitter
"anxiety gw kumat lg, jantung deg2an pdhl ga ada apa2 help 😞",twitter
"ngrasa gagal trs, ga pernah cukup apapun, yg gw lakuin",twitter
mata udh berat bgt tp begitu rebahan langsung melek lg,twitter
"udh lama ga ngrasa bahagia beneran, semua kerasa palsu 😢",twitter
"gelisah trs dr kmrn, entah knp, tiba2 ngrasa takut ga jelas gt",twitter
"was2 amat nunggu hasil meeting, deg2an sampe ga napsu, makan 😭😭",twitter
"tiap mau tidur, kepikiran macem2, makanya ga bs tidur 😴",twitter
"ngerasa trapped di situasi yg ga bs gw kontrol, stress bgt huhu",twitter
"khawatir kalo presentasi, ga sesuai rencana, parno bgt jadinya",twitter
"insomnia gw makin parah belakangan, ini, sampe sakit kepala tiap pagi",twitter
"kerja keras trs tp ga ada apresiasi, cape bgt sm kondisi ini :(",twitter
"ga bs tenang, pikiran muter trs ttg hasil test,, anxiety parah",twitter
"gabisa tidur dr tdi malem, badan cape banget tp otak ga mau berhenti 😢",twitter
"ngrasa sendirian poll pdhl dikelilingin banyak org, ngga ada yg ngerti gw",twitter
"ngrasa jd beban buat semua org, mending gw, ga ada aja kali ya",twitter
"ga bs tenang, pikiran muter trs ttg ujian, anxiety parah 💔",twitter
"kebangun jam 3 trs ga bs tidur lg sampe pagi,, stress jdnya",twitter
"ngerasa ga kuat lg nanggung smua sendirian, terlalu, banyak 😞",twitter
"gabisa tidur dr beberapa hari ini, badan cape amat tp otak ga mau berhenti",twitter
"gabisa tidur dr kmrn, badan cape amat tp otak, ga mau berhenti 😰",twitter
"rebahan dr jam 11 tp baru ketiduran subuh, badan ancur banget 😢",twitter
